Wind_Speed,Rotate_Speed,Pitch_Angle,Wind_Direction,Power_Active
6.660485,1373,-0.04,177.265,601.6851
6.222427,1206,-0.03,164.1192,527.8467
5.889758,1364,-0.01,167.3365,421.3214
5.918148,1235,-0.03,173.0521,393.989
4.880852,1059,-0.03,167.0024,257.244
4.859989,1191,-0.03,191.7486,187.5961
4.688076,1057,-0.03,195.8671,179.3437
3.857387,1059,-0.03,180.5982,103.9989
4.355221,1059,-0.03,168.4574,289.3718
3.549167,1056,-0.01,181.2977,78.74633
6.319272,1767,-0.02,186.8891,485.1094
6.759838,1523,-0.02,171.3676,592.6245
5.440338,1031,-0.02,223.1892,313.8344
5.528093,1165,-0.02,196.705,449.4914
6.645254,1758,0.2,208.0284,611.0909
8.073545,1280,-0.04,154.0304,948.3433
4.618769,1105,-0.04,191.3995,279.0043
6.305208,1714,-0.05,182.5611,534.3156
6.051323,1204,0.0,159.9851,421.9427
2.40384,1062,0.0,198.0369,69.54385
5.990629,1232,-0.04,179.2308,497.5368
4.610073,1075,-0.04,168.9665,255.3848
8.170852,1762,0.33,162.8238,974.4634
8.652013,1776,1.25,186.2252,1242.937
8.018609,1695,-0.03,153.2538,870.2624
6.035457,1159,-0.02,169.4812,712.2285
6.336901,1659,-0.02,151.4505,423.276
7.47117,1774,0.97,169.4328,906.7369
6.974838,1469,-0.05,185.447,831.5176
6.226237,1761,-0.05,193.6533,498.6805
8.045416,1756,1.68,194.2188,1016.795
7.902435,1756,1.49,167.4718,1011.051
6.993427,1737,-0.04,183.0788,683.4147
8.049767,1544,-0.01,165.808,921.7933
6.883315,1750,1.51,171.7737,732.4745
8.237909,1722,-0.04,178.1421,1134.801
8.280603,1578,-0.03,166.6073,1218.747
7.633087,1763,3.55,161.9371,849.9209
9.170825,1772,0.98,194.7335,1214.372
8.7652,1730,-0.04,148.787,996.0981
8.520854,1708,-0.03,176.4522,1157.118
8.464542,1761,-0.01,184.1835,1106.425
7.291016,1493,-0.03,180.0865,990.4632
9.137808,1776,0.64,176.4814,1306.867
8.457517,1772,-0.02,169.358,1173.965
7.137764,1524,-0.05,176.8086,867.7357
6.706431,1335,-0.03,187.7453,809.6796
8.196,1739,-0.01,163.4509,1160.308
9.291113,1750,-0.04,169.3492,1364.748
9.016544,1751,1.09,182.4659,1423.168
7.8485,1567,-0.04,168.0398,1029.478
9.284653,1777,1.32,182.4343,1433.226
9.935602,1755,1.41,187.1096,1786.807
9.089697,1762,-0.05,181.4443,1376.476
9.725683,1787,9.74,180.5105,1676.15
8.088279,1751,-0.03,182.9169,999.2538
8.110511,1745,1.41,176.4646,1152.716
7.175092,1789,4.96,181.614,925.7448
8.885649,1774,0.01,168.9597,1392.244
8.661615,1780,1.36,179.6703,1285.354
8.568205,1734,-0.01,172.8322,1246.385
8.3633,1751,-0.05,172.2969,1182.014
7.995013,1615,-0.05,180.0121,1067.455
9.664907,1765,0.17,191.049,1307.501
9.838698,1739,1.69,182.3024,1650.939
7.974315,1761,1.17,176.3463,1092.711
7.897467,1769,0.2,170.7541,1150.268
9.184142,1765,4.8,179.8663,1494.293
8.585456,1765,2.82,174.0852,1188.503
9.93682,1763,2.0,189.39,1642.74
9.335579,1788,1.9,180.6813,1530.273
9.228338,1777,2.75,175.2178,1518.653
8.132289,1559,-0.05,190.5448,1134.42
7.692428,1752,-0.04,173.0714,937.2824
6.427863,1410,-0.03,156.9454,536.5095
6.579503,1485,-0.03,187.239,763.9148
7.738191,1659,-0.05,165.3749,1004.15
6.58761,1763,-0.05,192.6152,773.9093
8.317594,1748,1.66,174.2023,1088.234
7.39885,1759,-0.02,182.313,963.0329
6.530611,1318,-0.03,185.7456,677.5903
9.599425,1770,2.79,174.1977,1447.01
8.331062,1740,2.25,182.8665,1352.99
7.057245,1644,-0.03,168.0475,782.8358
6.923567,1729,0.02,176.0239,828.9244
7.750209,1623,-0.05,181.8064,1090.796
9.883983,1772,3.13,194.521,1612.383
8.550503,1774,1.28,162.5189,1126.536
9.185201,1769,0.98,173.5316,1479.104
7.501501,1756,4.21,160.7451,925.1095
8.868297,1803,7.91,176.9965,1275.664
7.352365,1638,-0.03,172.1288,1021.893
7.755382,1743,1.41,182.3583,1179.14
5.86512,1361,-0.01,183.5187,708.0955
11.41778,1781,5.23,200.1604,1836.201
8.047597,1772,2.81,188.3302,1299.281
7.885452,1575,0.0,175.7482,1018.283
8.311789,1767,3.96,186.1146,1157.544
7.816761,1772,4.44,174.8369,1200.395
5.927124,1447,-0.03,165.0101,685.5204
7.196738,1752,3.33,171.4856,711.6014
10.2213,1774,0.06,190.9322,1721.488
8.19865,1251,0.0,195.3849,1109.288
6.090108,1517,-0.02,177.8801,623.45
5.509303,1077,-0.03,159.6887,458.9815
3.892906,1059,-0.05,157.752,141.8324
3.313277,1066,-0.05,174.7169,77.94571
6.05934,1674,-0.04,165.862,535.3603
6.623498,1269,-0.05,167.462,661.915
8.682933,1767,0.95,184.6406,1347.1
8.329829,1785,3.77,165.6327,1025.682
10.79967,1758,2.12,166.905,1844.808
5.134143,1097,-0.05,161.4223,347.6108
6.128433,1583,-0.02,178.385,661.1649
4.991515,1751,-0.05,190.4947,322.3307
5.068837,1160,-0.03,158.6834,277.3048
3.277152,1073,0.0,178.1844,121.4111
8.365495,1777,0.36,192.8503,1213.668
9.26894,1761,0.32,160.4435,1324.74
4.330399,1068,-0.05,166.4472,319.5216
6.321441,1303,-0.03,180.0175,620.2421
3.046307,1066,-0.03,182.6273,68.89492
8.540857,1817,10.15,176.6613,1370.136
6.908163,1561,-0.04,179.6071,880.9715
8.398152,1744,1.96,176.8005,1500.736
6.132345,1320,-0.03,172.3295,769.2448
8.499711,1750,0.24,180.7791,1344.004
6.340885,1756,0.16,181.6389,821.215
7.610462,1767,2.06,187.4992,968.4868
4.784951,1490,-0.04,168.4644,237.3749
3.818248,1060,-0.03,158.0939,243.3892
6.058477,1078,-0.05,183.6959,491.7103
5.264572,1534,-0.05,189.1711,262.4795
6.11075,1100,-0.03,174.2811,459.3347
3.987397,1060,-0.04,156.7757,29.13831
5.587062,1103,-0.01,147.1189,173.7244
4.573865,1081,-0.04,186.3045,130.1729
5.649683,1255,-0.04,178.7771,334.3851
7.554814,1755,0.12,190.9068,835.951
7.522724,1333,-0.03,201.211,806.7128
8.327916,1761,0.12,163.1523,833.052
9.107069,1750,0.07,186.8567,1416.159
9.81368,1770,2.05,167.2451,1728.981
9.471477,1734,2.64,182.3999,1658.548
12.8246,1774,7.25,156.2234,2045.81
12.29796,1754,2.93,198.416,2008.15
11.643,1759,2.83,178.413,1941.607
11.56721,1778,12.94,178.6706,2006.853
12.53817,1755,10.91,178.2315,2074.15
11.85903,1767,8.67,179.6833,2009.96
13.38594,1741,13.82,179.8461,2093.923
11.94231,1725,9.52,172.7326,1915.445
8.348533,1761,0.03,180.2049,1187.064
8.813103,1750,1.09,184.4868,1361.225
10.32167,1758,0.02,196.6701,1402.941
10.12282,1773,6.26,176.4276,1389.318
9.55902,1769,2.92,182.1329,1630.313
8.385374,1745,-0.04,169.0745,1211.61
9.657928,1777,14.06,186.4511,1632.592
9.700148,1734,1.66,176.3765,1489.257
8.326487,1765,1.13,163.5264,1082.272
8.461732,1773,1.35,180.8553,1283.991
10.66828,1763,10.75,183.2591,1815.655
10.03079,1767,-0.02,170.5194,1631.876
12.62225,1835,20.97,200.7342,1966.082
12.41322,1697,2.06,189.3709,1968.711
10.30103,1787,3.86,182.651,1585.502
9.614353,1747,0.82,179.8416,1630.478
10.71144,1728,2.27,179.8218,1803.373
11.19397,1783,4.11,182.5574,1981.492
11.64332,1803,12.24,175.6666,1900.373
12.88665,1756,13.91,189.2385,2025.589
12.35044,1780,11.22,186.0402,2057.651
12.71599,1722,2.63,189.6445,2106.52
12.13434,1774,1.48,189.2919,2000.439
10.79119,1763,3.02,183.9018,1964.521
11.32426,1772,3.49,171.2868,1901.816
12.91879,1776,12.56,185.0402,2066.934
11.44669,1774,1.67,182.7552,1929.778
11.95911,1740,2.57,178.7525,2044.239
10.92188,1763,1.88,188.6956,1860.462
11.07318,1778,7.97,188.9588,1893.681
10.67485,1762,0.91,194.0346,1743.536
11.07916,1769,6.32,187.6469,1940.736
10.79429,1754,1.89,192.0894,1909.604
10.17078,1758,-0.03,182.8452,1736.482
10.48776,1818,9.28,186.1253,1879.408
11.18491,1780,11.98,179.9709,1940.324
10.01538,1755,2.8,180.1617,1827.213
9.005303,1644,-0.04,168.9477,1418.997
6.738864,1560,-0.04,165.6205,595.9994
8.995936,1751,2.71,180.2569,1273.763
7.808333,1745,3.23,209.3398,700.7642
6.227985,1294,-0.04,175.2914,476.47
5.761222,1305,-0.04,167.752,486.0832
8.855973,1777,0.68,188.7368,1026.022
6.34392,1723,-0.05,189.8806,565.4608
4.511617,1063,-0.03,168.9477,156.9793
4.752208,1099,-0.03,184.4739,260.504
4.698651,1269,-0.05,201.1932,238.5865
4.271982,1136,-0.05,180.779,148.7653
3.355164,1062,-0.04,187.4893,102.375
2.980237,1060,-0.04,173.8086,103.0448
3.018984,1074,-0.04,197.4785,123.0353
5.04195,1063,-0.04,141.7687,233.4834
7.149158,1416,-0.01,195.653,640.8171
10.06243,1794,6.52,190.1364,1568.025
9.136443,1763,9.12,175.373,1443.092
7.129381,1663,-0.05,204.5973,739.0663
7.590123,1474,-0.04,188.6338,781.5573
3.383807,1144,-0.04,179.3738,240.6414
4.017851,1528,-0.04,183.0419,308.8633
5.847214,1590,-0.04,187.2245,390.7003
4.084742,1059,-0.04,132.3662,206.6041
5.769087,1130,-0.03,178.762,412.0102
4.733021,1235,-0.03,169.0689,360.1269
3.868104,1059,-0.03,179.3891,188.7306
7.240962,1664,-0.04,203.5593,790.5854
6.863563,1203,-0.02,152.5973,646.4907
11.13487,1765,2.15,205.1618,1690.34
5.299437,1158,-0.04,193.2873,318.6343
8.443477,1767,2.1,187.7646,1230.393
10.35181,1744,1.21,151.2609,1541.432
8.180577,1306,-0.01,162.1976,1093.199
7.418544,1250,0.0,169.9242,910.8369
7.441707,1762,1.13,192.1779,936.413
7.503663,1766,-0.06,179.4054,906.9565
10.36088,1765,0.04,170.0973,1690.199
9.763897,1769,2.21,203.9458,1355.407
8.636288,1763,1.8,190.6902,1239.339
7.974812,1769,3.51,186.4352,1012.472
7.696992,1550,-0.05,186.4861,963.7026
8.908365,1759,-0.03,193.553,1201.684
10.19725,1772,0.36,190.7078,1679.624
8.687352,1612,-0.03,185.4418,1294.847
6.913325,1776,0.9,172.0572,751.8227
7.649926,1658,-0.04,172.4143,943.8785
10.20701,1780,0.86,189.4087,1579.827
9.244989,1763,0.01,189.9381,1423.39
8.961671,1756,-0.05,168.0524,1336.384
10.61678,1741,4.76,196.5642,1752.692
7.929903,1766,0.81,166.7986,892.6152
6.273816,1350,-0.05,163.3141,557.0573
7.818295,1439,-0.04,166.0268,936.9841
7.135905,1744,0.28,179.843,776.829
4.823046,1225,-0.04,178.1401,230.2341
7.906,1361,-0.05,176.4339,856.7625
5.762025,1316,-0.05,170.5285,345.0389
5.590097,1438,-0.04,176.0821,309.5621
5.955264,1405,-0.04,194.7414,448.415
7.936685,1759,0.28,193.2214,1045.621
6.747464,1496,-0.04,169.6491,609.4122
5.898015,1383,-0.02,175.7715,483.9537
8.50095,1770,0.37,170.6891,1249.62
7.195926,1446,-0.05,167.4418,816.1259
7.088268,1504,-0.01,173.4608,848.2155
7.945452,1765,0.0,188.4607,1052.501
8.0815,1763,1.51,177.1076,1113.365
7.351798,1723,-0.04,172.5094,934.8863
6.883541,1756,-0.05,175.5367,672.7103
8.572078,1765,-0.05,164.0064,1089.212
7.625573,1773,0.69,175.2437,1043.744
7.63229,1756,-0.05,169.8677,949.4122
7.466658,1634,-0.03,163.5734,851.7977
9.067365,1730,0.78,183.822,1453.838
11.28345,1750,1.89,186.0971,1966.988
10.0065,1743,6.91,185.6669,1665.244
10.01846,1756,0.1,181.021,1683.03
9.042031,1750,-0.02,184.3627,1455.442
9.579521,1772,1.15,182.0705,1533.361
9.483728,1758,1.33,167.5576,1480.856
9.99274,1817,8.71,179.5165,1733.807
6.454165,1761,5.67,185.8061,667.0369
8.193066,1452,-0.04,185.6552,1052.069
6.502527,1772,3.05,164.461,536.1461
5.292629,1089,-0.03,162.2925,372.6328
3.468105,1060,0.0,153.7951,47.15354
3.876422,1060,-0.03,180.8524,68.05318
3.598355,1062,-0.03,161.35,32.30965
5.568995,1229,-0.03,194.0866,337.1907
6.049433,1640,-0.03,183.4751,454.4328
7.83201,1684,-0.04,183.2026,929.0045
4.623819,1073,-0.04,164.2681,249.3159
8.397546,1667,-0.02,176.6262,1272.967
6.97685,1670,-0.04,199.6303,693.2642
5.778673,1170,-0.01,182.3796,524.2321
6.594368,1371,-0.04,187.1784,643.281
5.329355,1062,-0.03,178.412,546.6393
6.42073,1741,3.14,180.2294,607.1179
7.532226,1747,0.84,179.3204,1125.77
9.61032,1741,1.1,190.6633,1608.663
10.75279,1758,2.08,169.616,1886.861
6.945856,1755,5.18,178.6205,891.5335
7.299578,1283,-0.01,172.1154,836.4253
8.625311,1765,0.52,171.941,1323.304
9.90703,1726,1.37,172.9295,1768.524
9.773987,1785,0.72,198.8865,1493.13
8.836174,1851,12.0,178.2871,1424.585
12.29078,1772,10.48,182.7758,2017.161
11.93471,1777,6.49,168.0614,2042.061
10.54112,1737,-0.05,201.6299,1685.284
10.38105,1744,1.25,155.1812,1437.222
6.733531,1736,2.35,188.5364,700.591
9.250723,1798,8.4,189.5701,1461.364
5.493342,1552,-0.04,180.9449,447.333
7.419738,1419,-0.04,192.834,1048.767
2.948632,1063,-0.04,141.7489,142.0133
6.306116,1725,-0.04,169.8238,665.034
7.358315,1393,-0.05,158.29,649.6141
6.126963,1520,-0.05,188.9132,617.4406
6.546004,1542,-0.04,184.7234,624.0117
6.376279,1233,-0.03,178.6122,656.5122
7.937201,1483,-0.03,148.4683,743.6727
8.499196,1751,1.2,187.3409,1219.014
9.773429,1733,0.01,181.9933,1550.02
9.781963,1717,-0.04,180.9263,1615.482
7.7318,1761,4.53,183.906,969.1416
9.281343,1759,1.19,200.3414,1445.297
8.052341,1766,4.31,188.1092,1044.381
8.705569,1776,1.13,207.1405,1150.685
7.255758,1386,-0.04,193.2509,882.5067
8.623717,1767,2.36,184.5557,1265.827
8.50493,1767,1.22,185.7735,1133.223
10.27336,1570,-0.02,153.3495,1463.302
9.639373,1774,0.02,189.1484,1499.422
9.186349,1763,1.7,169.0999,1347.053
10.19354,1763,2.27,193.346,1782.12
8.528583,1778,-0.03,181.9162,1355.135
7.857544,1759,0.28,196.833,1038.246
7.266146,1769,2.36,175.2845,892.0928
8.261183,1763,-0.05,180.8264,1181.72
8.714236,1686,-0.01,182.0568,1337.753
7.718443,1644,-0.05,187.7554,1005.766
7.298099,1511,-0.04,193.7342,840.4724
6.734271,1489,-0.04,188.6259,755.7079
5.794263,1299,-0.04,185.5695,436.7392
6.333223,1383,-0.05,189.0321,568.8571
6.606003,1527,-0.02,185.717,678.2943
5.866571,1474,-0.02,187.4801,436.7263
4.562309,1062,-0.03,186.2254,206.2061
6.648028,1541,-0.04,187.5256,699.155
5.856562,1262,-0.04,177.9943,439.5877
5.733248,1295,-0.02,184.2053,419.3122
6.046916,1222,-0.04,178.9083,555.7673
5.240516,1062,-0.02,188.0919,360.8632
5.223559,1138,-0.02,179.0658,326.4609
7.036713,1544,-0.04,197.2592,696.0751
7.566195,1754,1.54,179.5631,925.629
6.372235,1296,-0.05,176.9389,638.6206
6.403826,1541,-0.03,172.7459,552.3785
4.385832,1206,-0.05,201.8336,141.7757
3.242991,959,-0.04,197.8628,11.8922
4.26269,1062,-0.02,188.4096,86.52029
3.73765,1059,-0.02,188.2864,66.31493
3.998099,1059,-0.02,168.0188,64.23838
3.800555,1060,-0.02,177.2957,83.1792
3.803605,1057,-0.02,181.3749,101.5911
5.096472,1059,-0.02,179.2845,297.6228
4.919508,1195,-0.02,188.34,215.3904
5.381528,1298,-0.02,177.2681,301.2674
7.118625,1732,-0.03,179.5915,818.897
7.438409,1759,-0.05,183.6182,899.9272
6.511992,1471,-0.05,182.1551,692.4572
5.662292,1241,-0.03,178.7436,382.4824
5.699561,1060,-0.03,205.8973,348.1762
6.483378,1511,-0.03,184.44,582.7638
6.245015,1313,-0.04,186.13,574.5098
5.351922,1248,-0.03,178.1613,359.5062
6.159774,1761,1.53,184.6819,520.4531
6.91439,1688,-0.05,173.6859,770.5784
8.593746,1759,-0.05,166.7191,1268.196
8.750979,1762,0.21,192.4263,1304.865
10.94404,1772,0.39,189.775,1913.793
9.653302,1751,1.85,193.1894,1555.394
10.29738,1767,5.46,175.3895,1818.927
9.69693,1689,-0.02,182.8598,1655.907
7.761844,1618,-0.05,180.2342,1045.555
6.404112,1059,-0.02,183.7411,639.5075
9.014172,1732,-0.03,191.4495,1327.938
6.57931,1306,-0.04,169.0011,690.2792
7.672291,1522,-0.03,181.1414,917.2969
5.362418,1162,-0.02,162.3445,360.1636
7.246136,1756,2.1,182.3662,888.1722
5.516688,1105,-0.05,175.4749,423.2297
6.811471,1752,1.13,168.6931,709.5513
5.543496,1077,-0.04,191.6159,507.8283
7.377674,1404,-0.05,181.8665,1005.569
7.797814,1467,-0.04,185.4439,1113.139
3.880938,1060,-0.02,168.7257,218.5384
4.617942,1049,-0.02,175.9064,286.556
2.962037,932,0.01,227.5318,52.58469
6.706623,1614,-0.04,181.7102,752.8774
7.796306,1680,-0.04,179.7947,785.9214
3.364583,1063,-0.04,214.0701,83.10233
4.569034,1057,-0.02,169.9739,53.09769
4.926542,1110,-0.03,189.9346,311.0892
3.3883,1107,-0.04,178.9075,202.3939
3.917338,1079,0.0,181.036,170.2087
5.914641,1423,-0.04,189.7472,549.2794
6.569283,1772,4.09,183.9291,550.7527
6.961495,1717,-0.05,190.5833,669.6198
4.586092,1559,-0.04,178.3072,290.2934
6.204263,1284,-0.03,174.2115,620.769
7.580465,1774,1.17,170.1345,891.4267
6.966933,1513,-0.04,177.9901,665.3061
6.992121,1501,-0.05,168.1725,876.3339
6.088828,1557,-0.04,188.3942,481.7858
8.412644,1659,-0.03,182.3049,1261.507
6.542791,1265,-0.05,178.9209,583.7001
5.290256,1171,-0.04,179.9228,274.4014
7.013307,1333,-0.05,179.2183,834.9066
6.338207,1475,-0.01,176.2396,567.244
6.016693,1273,-0.03,183.5918,559.1614
6.816087,1443,-0.01,185.1995,686.2054
7.17343,1756,-0.04,175.6522,742.1299
9.204646,1756,0.24,183.562,1341.587
8.184416,1671,-0.04,183.9776,1142.787
6.011884,1397,-0.05,180.9428,463.09
6.554168,1159,-0.04,179.6313,691.6791
7.601941,1750,-0.03,182.2432,950.5136
5.685054,1155,-0.05,182.0951,453.4322
7.005783,1427,-0.04,179.6728,855.5255
7.716796,1763,0.06,173.9751,1043.97
7.817114,1755,-0.05,184.1432,970.909
7.608468,1770,-0.03,188.0167,900.2312
6.870432,1476,-0.03,186.284,675.315
7.572743,1759,-0.04,179.47,938.0767
5.293227,1221,-0.04,171.2918,336.7962
3.713243,1066,-0.04,174.1402,71.09812
5.188984,1174,-0.01,184.6716,280.1357
5.523612,1077,-0.01,173.4612,366.4086
6.285904,1673,-0.05,184.4534,506.4965
7.272752,1774,2.0,191.6668,741.6903
6.908254,1447,-0.01,199.7087,647.746
6.010441,1056,-0.01,185.8858,374.5747
4.830938,1067,-0.01,190.1748,184.9759
5.900568,1173,-0.03,160.2116,451.9172
5.704647,1062,-0.03,186.853,366.9869
6.801775,1515,0.0,176.8126,624.246
6.347466,1634,-0.05,191.3765,617.3052
5.754011,1322,-0.03,180.1127,427.3183
6.201228,1355,-0.05,186.3978,470.9619
5.48238,1751,3.46,194.9378,290.2809
6.856693,1298,-0.02,182.2789,688.3727
6.15109,1402,-0.02,168.0376,357.7434
7.505164,1417,-0.05,171.9943,841.5484
8.029215,1772,-0.04,179.9351,1098.166
7.195528,1755,-0.05,183.9221,926.7593
8.840263,1759,-0.05,184.8775,1373.996
8.022994,1682,-0.05,182.9148,1105.133
5.94498,1219,-0.03,189.4053,537.4143
7.071289,1699,-0.04,183.6274,852.621
7.084474,1461,-0.05,186.3763,850.2635
6.509581,1435,-0.02,180.7084,690.7787
7.37966,1765,-0.03,190.0715,878.1386
6.591985,1618,-0.04,181.6104,638.1255
6.646021,1559,-0.05,183.4218,565.1874
5.090362,1122,-0.02,180.6021,327.7931
5.708403,1283,-0.02,181.8436,444.8169
6.682827,1463,-0.04,192.6494,697.501
5.663075,1230,-0.04,187.2379,345.1083
4.832164,1115,-0.04,182.9416,206.6097
4.558517,1063,-0.04,179.3046,151.9423
5.589067,1395,-0.04,180.1543,330.6932
6.433847,1318,-0.04,180.6257,566.9968
6.894122,1549,-0.04,184.7618,713.7095
7.294231,1673,-0.03,180.91,816.3413
5.528194,1276,-0.04,180.5723,355.9177
5.142028,1056,-0.01,171.1263,240.1458
7.13734,1755,0.53,182.8883,698.4565
5.95696,1487,-0.04,184.6447,438.8182
6.177985,1273,-0.04,166.6393,507.305
5.19251,1114,-0.04,181.5973,363.2561
4.961904,1393,-0.03,193.2149,264.65
5.01407,1191,-0.03,192.6118,257.2918
4.569882,1060,-0.01,180.9356,232.3358
4.067978,1056,-0.01,176.6228,174.0149
4.85443,1343,-0.01,160.4566,285.7349
7.093128,1700,-0.04,189.6107,807.2453
6.366951,1616,-0.04,188.5209,505.5562
5.354135,1399,-0.04,197.0528,355.1749
5.755841,1162,0.0,194.1907,377.764
6.136122,1305,-0.04,174.3643,515.5327
4.758036,1057,-0.04,204.5321,220.5869
7.044399,1723,-0.05,166.0691,644.7598
4.923853,1057,-0.04,176.7355,357.1392
8.671,1733,-0.04,165.2541,911.8979
3.825006,1287,-0.04,176.2484,193.6103
4.774615,1063,-0.02,179.7928,206.6103
4.222874,1048,-0.04,176.8246,175.4647
7.391821,1776,5.15,168.5289,931.5154
3.05426,1062,-0.04,186.5855,143.6903
4.218579,1068,-0.03,190.4715,199.4117
3.326627,1060,-0.05,196.3025,97.85313
6.336743,1360,-0.05,158.2474,595.6574
3.91168,1063,-0.04,188.4953,210.1514
6.812831,1114,-0.05,165.6692,645.8649
7.093178,1630,-0.04,185.5232,733.0185
6.144289,1283,-0.03,175.1873,402.0269
4.380598,1119,-0.04,184.827,232.3176
4.087436,1063,-0.03,182.4879,153.7147
7.271781,1589,-0.02,181.2554,820.7652
6.442868,1582,-0.03,181.6275,546.7651
7.925743,1763,-0.03,181.0309,1042.436
8.587974,1772,0.87,185.9896,1201.688
7.205975,1689,-0.02,186.0427,740.2422
5.943703,1568,-0.03,185.6695,446.2344
7.667107,1763,-0.02,179.1749,912.4671
6.408949,1344,-0.05,169.9946,467.1294
8.186739,1756,-0.02,189.9741,1073.918
6.811754,1767,1.34,182.9232,800.3988
7.607378,1752,0.05,179.6838,1019.951
6.113133,1248,-0.04,182.4939,506.6188
8.072293,1759,1.35,166.9414,1084.724
7.48502,1539,-0.05,193.5769,871.6365
8.80871,1763,1.11,179.8407,1340.578
10.003,1747,1.96,179.7991,1773.112
9.260542,1792,8.13,185.096,1543.291
9.226747,1769,3.59,196.4887,1468.105
9.767883,1800,6.44,183.0932,1626.088
10.17701,1762,0.12,182.8751,1691.324
10.35192,1772,0.84,182.6972,1761.913
12.18127,1783,4.39,189.5376,2051.526
11.82483,1758,11.81,183.1487,1960.557
10.74235,1776,2.27,178.9676,1978.349
10.31398,1765,1.53,190.256,1774.908
11.29461,1708,4.48,187.0595,1979.26
11.79648,1762,1.61,189.4132,2032.7
10.62543,1762,0.85,195.7147,1847.906
8.87239,1767,0.01,196.7949,1362.983
8.173562,1559,-0.03,158.7157,970.0781
7.566298,1751,0.05,169.3362,777.3043
6.489668,1181,-0.04,177.6491,676.2499
6.624057,1327,-0.02,165.9001,612.4136
5.497061,1099,-0.02,168.7527,309.1388
4.598934,1056,-0.05,191.5339,219.8586
6.44102,1155,-0.04,176.3675,547.4255
5.70492,1272,-0.05,184.9441,315.8887
6.280038,1449,-0.05,179.6262,430.1546
5.756883,1372,-0.05,173.8676,387.6111
5.592392,1322,-0.05,181.2732,274.6786
5.820658,1114,-0.05,176.5622,470.2165
5.516304,1060,-0.05,202.2393,375.3242
7.695851,1770,0.56,178.7227,1073.005
5.848805,1144,-0.04,185.5229,555.3732
8.79292,1748,0.2,160.8903,1084.901
7.281558,1685,-0.03,198.5616,804.4261
6.949727,1575,-0.05,171.8442,808.7921
8.985579,1743,1.33,178.5931,1467.696
7.617657,1751,-0.03,174.536,955.2921
5.921757,1317,-0.04,174.8262,433.1303
6.779748,1535,-0.04,169.8446,669.7606
6.714824,1445,-0.04,178.2515,634.2844
7.033029,1638,-0.05,184.7759,824.5924
5.057677,1196,-0.04,186.371,290.4594
5.215895,1059,-0.04,182.619,316.692
5.221227,1207,-0.04,188.9878,276.0342
7.184017,1761,0.05,172.4297,867.3364
7.189299,1714,-0.04,183.1902,773.3168
7.111265,1467,-0.01,185.6707,843.9723
5.904106,1463,-0.05,186.1878,509.0932
6.904623,1677,-0.03,186.6152,700.7599
5.979842,1203,-0.01,186.0701,589.2098
5.753598,1295,-0.01,192.4728,428.7786
6.095429,1233,-0.03,202.7546,488.9372
3.917305,1057,-0.04,184.5768,283.4794
5.892409,1730,-0.04,182.7423,503.8065
5.049949,1233,-0.04,178.4643,338.0087
5.358062,1780,4.61,197.5942,280.9294
5.226544,1607,-0.05,184.0696,222.8796
7.091166,1695,-0.03,171.8436,763.6553
5.710424,1296,-0.03,207.4588,299.4417
6.649245,1303,-0.04,186.1823,693.7184
2.958069,1301,-0.04,178.9948,106.7254
3.956954,1057,-0.04,184.9315,83.93952
3.547257,1063,-0.02,125.8753,78.1943
3.432474,1156,-0.02,178.2951,148.6403
5.303523,1137,-0.04,185.7742,365.7669
7.275419,1751,-0.03,173.7895,788.8816
4.85043,1509,-0.01,165.2333,325.3003
6.658962,1520,-0.01,204.7568,561.4582
7.541584,1728,0.18,178.6246,1021.013
6.234911,1497,-0.04,179.0133,493.788
5.338029,1419,-0.03,197.3691,346.8354
7.438379,1664,-0.03,176.8612,889.7186
5.883536,1640,-0.04,188.4788,474.1072
4.894244,1259,-0.03,181.4956,343.5169
4.834713,1338,-0.05,185.9843,368.1448
6.641417,1144,-0.05,191.4177,484.6174
8.275369,1767,0.05,183.029,1175.839
6.554718,1773,1.64,174.1488,610.8355
5.357557,1099,-0.04,191.4499,363.2776
7.812397,1762,1.52,176.8379,1049.19
6.057242,1660,-0.03,192.9479,508.3518
5.911266,1324,-0.03,169.4474,563.1584
7.872563,1748,-0.03,191.9139,940.4998
6.866549,1502,-0.04,179.3056,692.7432
7.13195,1544,-0.02,181.2929,720.9021
8.533834,1542,-0.03,183.6452,1161.549
9.214692,1721,-0.04,167.1429,1332.833
7.960091,1770,0.09,185.0356,1017.606
7.488789,1702,-0.03,183.9089,863.0638
8.551879,1761,-0.04,182.0953,1154.218
8.204551,1766,-0.04,187.6682,1103.388
8.238052,1751,-0.02,182.8149,1071.924
8.211435,1769,0.19,185.1852,1096.407
7.982488,1557,-0.03,188.4032,1040.113
8.304248,1756,-0.04,185.9273,1116.713
7.307925,1649,-0.05,184.149,796.1714
7.879794,1741,-0.04,176.8343,945.9774
8.325605,1750,-0.05,185.3631,1152.983
8.133291,1688,-0.03,186.314,1111.59
8.22965,1700,-0.04,186.7559,1097.056
7.320744,1504,-0.05,180.388,921.371
8.537785,1759,-0.05,183.2568,1134.238
8.77505,1762,-0.07,207.3306,1021.957
7.744251,1567,-0.01,170.6854,926.0013
8.434249,1794,2.04,170.8565,1249.811
8.568951,1741,-0.05,191.7844,1156.189
7.395901,1741,0.28,174.6655,835.5382
7.509446,1700,-0.03,165.5466,851.6653
